y,x1,x2,x3,z
-0.323,-0.496,-0.934,-0.721,0
-0.191,0.286,0.189,0.112,1
-0.753,0.288,-0.209,-0.739,0
-0.393,-0.24,-0.3,0.607,1
-0.557,1.066,-0.908,-0.134,1
-0.929,1.043,0.087,-0.006,0
-1.262,0.419,0.757,-1.895,1
-0.093,-0.661,-0.347,0.426,1
-0.74,0.175,-0.111,-0.818,0
0.806,-1.242,-0.945,-0.706,1
-0.157,-2.499,-1.856,-1.986,1
0.98,0.736,-0.101,1.17,1
-0.479,0.317,0.374,0.126,0
-0.493,-1.344,-0.382,0.211,0
0.449,0.131,-0.166,-0.611,1
1.468,0.548,1.213,-0.03,0
0.178,0.753,-0.411,1.064,0
0.719,0.195,-0.921,-0.867,0
0.155,-3.204,-2.543,-0.403,0
1.482,-0.204,0.76,1.05,1
-0.016,0.054,-0.245,1.14,1
-1.613,0.321,-0.133,-0.409,1
0.219,0.331,-1.567,-0.081,1
0.615,-1.182,-0.285,1.316,0
2.246,1.425,1.534,1.066,0
0.949,1.22,0.729,-1.287,0
-0.704,-1.329,-0.436,0.28,0
-0.897,-0.812,0.849,-0.159,0
0.674,0.061,0.253,0.101,0
1.011,0.455,0.613,0.928,0
-0.638,0.58,-0.387,-0.531,0
1.559,0.314,-0.077,0.54,1
-0.901,-0.289,-0.996,-0.038,1
-0.964,0.336,-1.254,-1.621,1
2.596,0.743,0.733,0.526,1
1.142,-0.768,0.561,0.57,1
-0.404,-0.261,-0.338,0.545,0
1.109,0.462,0.252,1.355,1
-0.037,1.016,-0.939,-0.548,0
-2.942,-0.577,0.386,-0.553,0
0.618,1.132,1.958,-0.444,0
0.808,0.833,0.913,0.678,0
0.239,1.227,0.127,0.799,0
1.041,0.704,-0.139,1.593,1
1.041,-1.303,0.112,0.182,1
0.441,1.136,0.094,0.505,1
0.016,1.156,0.552,0.709,1
3.646,1.785,2.843,0.666,1
-0.531,0.275,-0.695,-0.399,0
0.041,-1.5,-0.798,1.523,1
-0.121,0.041,-0.387,0.067,1
1.806,-0.59,-0.398,-0.967,0
-0.6,1.619,1.247,1.502,0
0.796,1.511,0.699,0.181,1
0.353,-1.559,-0.416,2.325,1
-1.513,-2.642,-0.867,-0.741,0
0.663,-0.548,-1.537,-0.776,1
0.648,0.059,-0.265,-0.531,0
-0.477,0.497,-0.371,-2.219,0
1.144,1.977,0.956,0.63,0
-0.486,-0.62,-1.662,-0.411,0
-0.532,-0.383,0.288,-2.593,1
0.274,0.123,0.561,0.555,0
0.7,-0.234,0.155,2.719,1
0.044,0.411,-1.32,0.158,0
0.994,0.476,0.242,-1.021,1
-1.416,-0.008,-1.232,-0.732,1
-0.85,0.259,-0.069,-0.424,1
-1.442,1.36,-0.639,-0.139,1
1.255,0.912,-0.213,-0.161,1
-0.29,-2.028,0.103,-0.716,1
0.814,-0.418,-1.732,1.421,1
-1.314,-0.26,0.547,-0.889,1
3.266,1.375,1.405,0.758,0
-0.49,1.678,-0.797,0.238,0
-0.293,-0.028,-0.783,-1.341,0
0.083,-2.227,-0.389,-0.768,0
-0.81,-0.041,0.827,-0.52,0
-0.487,0.622,-0.721,0.652,0
-0.017,-0.17,-0.726,-0.976,1
2.864,-0.442,0.618,-0.132,0
2.864,2.04,1.75,1.238,1
0.958,0.129,-1.275,-1.983,0
2.234,0.959,0.529,0.895,1
-0.353,-1.219,-2.22,-2.731,0
-0.773,0.428,-0.278,0.933,0
1.949,0.813,0.915,0.87,0
-2.118,-2.542,-0.36,-0.71,1
1.374,-0.609,-0.647,0.236,0
0.5,0.348,-0.359,0.268,1
-1.414,1.456,0.844,1.356,0
0.336,0.357,-0.241,1.643,1
-0.027,-1.841,-0.087,-0.661,0
-0.105,-0.937,-1.213,0.864,1
1.311,0.221,0.616,1.46,0
-0.75,0.234,-0.293,0.619,0
-0.912,0.785,0.534,-0.492,0
0.367,-0.395,1.079,1.112,0
-0.3,-1.409,0.713,0.098,0
0.21,0.9,-0.51,1.039,1
2.449,1.525,0.532,2.187,0
-1.312,-1.646,-1.081,-0.257,0
0.343,-2.023,-0.358,1.444,1
0.404,0.488,0.878,-1.042,0
-1.716,1.182,-0.702,-0.952,0
-0.757,1.299,-0.331,0.371,1
1.973,1.129,2.04,0.138,1
2.145,-0.585,0.272,0.127,1
1.336,1.357,0.467,0.393,0
-1.399,0.385,-0.125,0.025,1
-2.282,1.402,0.669,0.022,0
0.561,-2.518,-2.109,-1.319,1
-0.347,-0.655,-0.177,-1.119,1
1.723,0.127,0.867,-0.175,1
-0.63,0.819,-0.072,0.184,0
0.625,-0.874,0.84,1.82,0
2.082,0.621,0.759,1.811,1
0.796,0.459,1.151,1.289,1
0.19,1.049,0.457,-0.764,1
0.271,-0.34,0.048,0.352,1
0.544,-0.516,0.296,-0.662,1
0.035,-0.52,-0.709,1.571,0
0.641,0.086,-1.538,-0.253,0
0.267,0.793,0.825,0.376,0
-1.267,0.1,0.004,0.152,0
1.489,-0.324,-0.322,-1.607,0
-0.642,-0.55,-1.235,0.045,1
0.152,1.947,-0.03,-0.383,1
0.353,-0.771,-0.281,1.796,1
-0.49,-0.773,-0.996,-1.198,0
-0.654,-0.171,-1.26,-1.006,1
-0.369,-0.181,-0.502,-1.764,1
-0.237,-1.124,-0.586,-0.32,1
-0.157,-1.024,-1.744,-1.228,1
-2.158,-0.268,-0.278,0.383,1
1.274,-1.822,-0.292,-1.326,1
0.148,0.599,0.79,-1.265,0
2.968,2.374,1.764,-0.369,1
-1.36,0.437,-0.531,0.335,0
0.013,1.031,0.546,-0.565,0
-0.82,-0.244,-0.087,-0.266,0
1.196,-1.86,-0.409,0.03,1
-0.719,-0.124,-0.554,-0.876,1
0.804,-0.085,-0.79,-0.001,1
-0.631,-0.241,0.038,0.41,0
-0.443,-1.986,-2.433,0.108,0
1.645,1.197,1.585,1.126,1
3.552,1.708,2.048,0.988,0
0.531,2.661,1.378,0.643,1
-1.906,-1.139,-1.18,-1.206,0
-2.481,-0.135,-1.149,-2.143,1
-0.063,1.052,0.659,0.426,1
0.97,2.684,0.651,0.754,1
-1.992,-0.037,-0.201,-1.553,0
-0.44,-0.193,0.536,-0.254,1
-0.947,1.794,0.566,-0.396,1
0.192,1.079,1.156,-0.145,1
1.213,0.289,-0.6,-0.572,1
0.393,0.473,0.196,-1.158,0
-0.056,0.197,-1.733,0.267,0
-1.354,-0.912,0.526,-0.851,0
-0.736,1.181,0.924,-0.461,0
1.357,1.676,2.162,0.372,1
-0.541,-1.129,-1.312,-0.806,0
0.407,-1.7,-0.812,-0.027,0
1.08,-0.191,0.999,-0.527,0
2.451,1.38,1.919,0.388,0
-0.527,-0.505,0.103,1.7,0
0.282,-0.071,0.618,-0.725,1
-0.81,-1.906,-1.295,-0.491,0
-0.63,-1.488,-0.995,-1.119,1
2.129,1.176,-0.136,-0.965,0
-1.133,0.72,0.639,0.54,0
0.838,0.822,0.817,0.655,1
0.591,-0.766,-0.472,-1.654,0
-1.278,0.11,0.634,-0.388,0
-0.764,-0.957,-0.09,-0.296,1
0.719,1.156,1.296,-0.542,1
-0.415,-1.407,-1.667,-0.614,1
-2.112,-3.179,-1.482,-0.654,0
0.46,-1.337,-1.318,-0.149,1
1.399,0.148,0.998,0.153,1
0.886,-0.169,0.733,-0.241,1
-0.367,-0.146,1.132,0.707,0
0.402,0.213,0.571,0.169,0
-0.715,-0.069,0.517,0.184,0
-0.75,-0.381,0.035,-1.555,0
2.156,-0.316,-0.643,-0.113,1
-0.738,-1.973,-0.387,-1.37,0
-1.457,-0.13,0.069,-1.249,0
-0.333,-1.706,-0.377,-0.076,0
-1.38,-0.731,-0.517,1.29,0
-1.532,-2.211,-1.066,0.7,0
-0.185,0.692,1.02,0.69,0
-1.077,-0.69,-1.133,-1.616,0
1.067,-0.396,0.375,-0.399,1
0.342,-0.672,-1.419,0.341,0
0.201,-1.023,-0.865,-0.901,1
-1.031,-1.026,-1.296,1.997,0
-0.483,0.397,-0.234,0.11,0
0.317,-0.327,-0.201,0.941,0
-0.669,0.048,-0.097,-0.132,0
-0.576,-1.114,-1.271,0.207,0
0.263,-1.51,-1.671,0.561,0
0.34,-0.015,0.794,0.654,1
0.5,0.107,1.238,-1.339,0
2.275,1.389,-0.156,1.747,0
0.429,0.204,0.564,0.307,1
1.662,1.832,-0.367,0.77,0
0.236,-1.135,-1.714,-0.194,0
-0.994,0.65,-0.262,1.909,0
-1.727,-0.892,-0.472,-1.54,0
-0.697,0.532,0.181,-0.485,0
-0.308,-0.081,-0.182,1.514,1
-0.08,-0.972,-1.544,0.27,1
0.62,0.325,-0.455,-0.794,1
1.672,-0.115,0.363,1.699,0
-0.104,-1.219,-0.598,-0.126,0
1.673,2.415,1.677,-0.246,0
-2.511,-0.116,-0.632,-1.237,0
0.23,-0.031,0.351,0.28,0
-0.606,-2.28,-1.865,-2.07,0
0.014,-0.012,-1.357,0.504,0
2.584,1.181,0.227,0.017,0
1.022,-0.294,-0.304,-0.313,0
1.08,-0.319,0.083,0.487,1
-1.559,-1.636,-0.933,-0.832,0
0.157,1.055,0.451,-0.543,1
-0.362,-0.292,-0.805,-0.145,0
-0.089,0.904,0.037,0.603,1
0.125,-1.405,-0.64,0.228,0
0.331,-0.453,1.26,-1.422,0
-1.219,-0.915,-0.347,0.907,0
1.431,-0.051,0.427,0.556,0
0.304,-0.814,0.494,0.415,1
-2.15,-0.067,-0.821,-1.074,0
1.348,1.693,1.089,0.721,0
1.414,0.824,0.928,0.632,1
-0.074,-1.752,-0.263,-2.652,0
-0.141,-1.937,-2.814,-0.828,1
0.802,-0.887,-1.329,0.179,1
0.275,0.353,0.147,-0.368,0
-1.831,-1.067,-0.917,-0.801,0
-1.925,-0.435,-1.089,-1.135,0
1.853,0.009,0.517,1.232,1
1.675,1.188,0.315,-0.232,0
0.429,1.154,-0.07,-1.026,0
1.374,0.262,-1.147,0.494,0
1.346,-0.064,0.24,-0.061,1
1.556,0.615,0.049,1.704,1
0.489,1.056,2.028,-1.914,1
3.002,1.896,0.528,0.379,1
0.678,-0.715,0.934,-0.489,1
0.002,-0.582,1.113,1.262,0
-0.413,-1.334,-0.152,1.687,1
0.881,0.394,0.039,0.985,1
-1.862,0.334,-0.339,-0.891,0
0.453,-0.831,-1.103,-0.706,1
-1.019,-0.57,-0.215,-0.428,1
0.564,0.235,-0.142,0.848,0
-0.483,-0.407,0.185,0.579,0
0.944,1.342,1.271,-0.017,0
0.313,0.712,1.214,-0.099,1
1.353,1.244,1.725,0.071,0
2.386,0.869,-0.153,0.221,1
1.394,-0.118,-0.605,0.928,0
1.119,0.952,0.953,-1.18,1
2.069,2.866,1.126,1.106,0
0.107,-1.265,-0.353,-2.414,1
0.801,-0.88,-1.08,0.001,0
0.199,0.591,1.196,1.295,0
-0.553,-0.407,-0.655,-1.185,0
-0.648,0.721,1.388,1.082,0
0.637,0.074,-0.871,-1.464,0
2.791,-0.937,0.643,2.618,1
-0.235,-1.655,-0.984,-0.567,1
-2.713,-1.017,-1.039,-2.011,1
1.062,0.312,0.109,0.286,1
-1.472,-0.909,-1.559,-1.324,0
-0.658,-0.989,-1.664,0.193,1
1.016,-1.425,0.479,2.157,1
1.161,1.066,0.964,0.215,0
-0.356,-0.164,0.972,-1.645,1
-0.63,-0.219,0.44,-0.222,0
0.453,0.147,-1.114,1.238,1
0.596,1.146,1.175,-1.171,1
-1.338,-0.9,-0.872,-0.596,1
0.096,0.671,0.387,0.269,0
1.228,0.356,0.901,0.584,1
-0.486,-1.283,-2.665,-1.356,0
-1.04,-0.351,0.831,-0.082,1
1.225,1.148,-0.27,0.112,0
-2.669,0.496,-0.077,-1.223,1
-0.669,-0.327,-2.464,-0.963,1
-0.331,-0.35,0.732,0.902,0
-0.583,-1.889,-1.59,-2.088,0
